春来眼际	喜上眉梢
竹苞松茂青山不老	鱼肥莲香富水长流
筑厦建楼为民造福	添砖加瓦与国增辉
壮丽江山繁花竞放	风云世纪异彩纷呈
壮志凌云红心向党	春风送暖瑞气盈门
紫气冲天物华天宝	阳春吻地人杰地灵
紫气东来江山如画	红旗招展龙虎扬威
紫薇高照三阳开泰	东风劲吹万物咸苏
自力更生愈干愈富	伸手等靠越懒越穷
自主权打通富裕路	责任制架起幸福桥
走万紫千红特色路	发一清二白正经财
祖国大业蒸蒸日上	人民生活步步高升
祖国繁荣江山似锦	东风浩荡大地如春
祖国繁荣日新月异	人民富裕心旷神怡
祖国风光莺歌燕舞	侨乡面貌月异日新
祖国富强神龙活虎	人民幸福舞燕飞莺
祖国欢腾江山一统	澳门豪迈世纪千年
祖国山河频添淑气	炎黄儿女更赴新程
祖国一统人心向往	两岸和平众望所归
春风送暖冰消雪化	细雨传情叶笑花红
春风送暖励精治国	红日增光改革强民
春风送暖千山竞秀	红日生晖百鸟争鸣
春风旭日万里锦绣	瑞气明霞九州升平
春风永绿九州大地	喜气长临五好家庭
春歌春酒春花烂熳	新人新事蔚然成风
春光明媚山青水秀	社稷升平国泰民安
春光无限江山不老	壮志满怀局面常新
春归月殿钟催玉兔	誉满中华鼓舞金龙
春花春雨宜人春色	新事新人治世新风
春回大地百花吐艳	兔跃青山万物生辉
春回大地百花争艳	日暖神州万物生辉
春回大地百花争艳	日照神州万象更新
春回大地金缕溢彩	喜临人间玉雪迎祥
春回大地龙腾虎跃	福满人间莺歌燕舞
春回大地千山竞秀	日暖神州万木争荣
春回大地山欢水笑	日暖神州物阜民丰
春回大地山欢水笑	福满农家人寿年丰
春景宜人百花齐放	东风遍地万象更新
春雷唤醒长城内外	瑞雨淋滋大地东西
春满人间百花吐艳	福临小院四季长安
春鸟声声鸣翠杨柳	联珠串串聚满宝盆
春暖风和花香鸟语	民强国富人寿年丰
春暖花艳千山增秀	政通人和百废俱兴
春色满园春水东流	红杏出墙人寿年丰
春水无形大地自秀	东风有意绿野舒青
春盈岁月心花怒放	福满城乡民气昭苏
春雨遍洒百花吐芳	阳光普照万物生辉
春雨春花宜时景色	新人新事治世高风
春雨润滋前峰竟秀	新风吹拂万象呈辉
春雨晓风花开五色	鼠须麟角力扫千军
春在心头东西自在	人行路上南北皆行
辞旧岁窗花逗紫燕	接新春喜鹊闹红梅
辞旧岁窗花映白雪	迎新年喜鹊闹红梅
辞旧岁革除坏习惯	迎新春描绘新蓝图
辞旧岁共饮幸福酒	迎新春齐绘吉祥图
辞旧岁寒随一夜去	迎新年春逐万里来
辞旧岁家家除旧符	迎新春户户换新桃
辞旧岁九州春日丽	迎新年四海彩云飞
辞旧岁开怀谈国事	迎新春举酒祝丰年
辞旧岁同饮丰收酒	迎新春共庆腾飞年
辞旧岁再创千秋业	过新年更上一层楼
辞旧迎新心花怒放	知难而进金石为开
从勤从俭言行一致	笃志笃学德业双馨
村村富裕家家欢乐	月月称心岁岁丰登
村村美化花盈院落	户户承包果满枝头
大道通天财源滚滚	高楼拔地笑语声声
大地春回凤鸣盛世	中华崛起龙有传人
大地春回江山聚秀	文明运启日月增辉
大地春回山欢水笑	神州日暖物安民康
大地春临多姿多彩	小康福至醉人醉心
大地欢腾春回有意	前程灿烂福来无疆
大地欢腾春回有意	前程广阔日进无疆
大地回春百花争艳	福满人间气象更新
大地回春风光胜昔	山川添秀岁月更新
大地回春九州焕彩	银驹献瑞四季呈祥
大地回春山河壮丽	阳光普照玉宇澄清
大地回春山欢水笑	甘霖沃野柳绿花红
大地新春百花齐放	和风甘雨四季丰收
大海方平千帆竞发	征途正远万马奔腾
大好山川天高地阔	崭新世纪海晏河清
大好神州龙腾虎跃	无边春色凤翥鸾翔
大业中兴宏图再展	神龙起舞祖国长春
大治天下春光永在	翻新山河美景无边
丹凤来仪春回大地	金鸡报晓福满人间
党风端正江山永固	国法严明事业常兴
党风端正人民得福	国法严明天下归心
党建奇功普天同庆	国兴特色遍地皆春
党清国盛泽及千代	政通人和福降万家
党清国盛泽及万代	风正人和福降千家
党如旭日永悬霄汉	民似诸星常拱北辰
党树新风万民愉悦	国兴特色百业昌隆
党心民心心心相印	家事国事事事总成
党政同心社稷永固	干群共济祖国长春
道路畅通车如流水	班组养护人似春风
稻熟粮丰年歌大有	宛宽国裕户庆小康
得甘雨山河增秀色	领新潮日月播春晖
地灵人杰天行丽日	海晏河清户挹春风
地喜天欢锦山秀水	耕耘春图时和岁丰
鼎新革故九州崛起	扶正祛邪万众欢腾
东风浩荡春光似海	政策英明盛世如花
东风浩荡江山如画	祖国繁荣大地皆春
东改西开东西合璧	南招北引南北同舟
东南西北八方吉庆	春夏秋冬四季平安
东西南北八方共舞	春夏秋冬四季同歌
东西南北财源广进	春夏秋冬生意常隆
冬去春来一元复始	云开日丽万象更新
冬去高天万物复苏	春回大地一派生机
冬雪飘飞千门纳福	春潮涌动万象生辉
都摄六根净念相继	高登九品大愿方成
读书莫能春风过耳	开卷确有金玉良言
读万卷书行万里路	持四原则立四化功
对岸人家枕流抱石	此楼风物古木苍岩
发财路通东西南北	文明花开春夏秋冬
法得民意九州春暖	策入人心四海升平
法轮常转佛日增辉	国运兴隆万民齐欢
反腐败敢摸老虎腚	做学问能钻牛角尖
反腐倡廉春风劲发	修文练武国运常新
反腐倡廉风清政善	改革开放国富民殷
反腐倡廉国强民富	保真打假风正业兴
方向明指出康庄道	政策好大开富裕门
芳草鲜花共庆盛世	清山绿水同展新图
飞雪迎春含梅怒放	和风拂地嫩柳舒芽
奋志求成励精图治	与时俱进开拓创新
丰岁盈喜金蛇献瑞	新春扬鞭骏马奋蹄
风调雨顺万象生辉	政善人和百业俱兴
风和日丽百花齐放	人杰地灵万姓皆欢
风和日丽花红叶绿	窗明几净家俗人康
逢盛世更觉国威壮	遏灾年倍感党恩深
扶危济困雪中送炭	保险保安锦上添花
服务周到群众满意	态度和善顾客称心
福慧庄严成无上道	慈悲广大度有缘人
福临华夏三阳开泰	喜报新春四海流金
福鹿吉羊三元开泰	尧天舜日万象更新
福星高照长空溢彩	万事亨通大地流金
福至新年人招好运	门临大喜户入长春
富国富民富歌嘹亮	春山春水春意盎然
富国兴邦人欢财旺	移风易俗地美天新
富国兴家一元复始	改天换地万象更新
富临山寨千峰竞翠	春到茶区万壑飘香
改革创新天天向上	与日俱进日日争辉
改革创新兴家兴业	安定团结利国利民
改革开放国强民富	反腐倡廉地久天长
港澳双归全民共乐	陆台一统举国同欣
革故鼎新重光禹域	尊师重教大振国风
革命精神龙腾虎跃	建设成就日异月新
隔海域盼亲人安好	逢新春祝祖国富强
庚辰呈祥圆世纪梦	辛巳献瑞創新元河
贵门迎财财源广进	吉宅接福福寿无边
滚滚新潮千帆竞发	融融春色万木争荣
国安家泰江山锦绣	人寿年丰天地长春
国逢盛世人勤春早	民乐尧天物阜年丰
国富民强城乡普庆	山青水秀春色多娇
国富民强城乡普庆	山青水秀春色集祥
国富民强普天同庆	山清水秀春色集祥
国富民强千秋壮丽	山欢水笑万物欣荣
国计民生全凭新政	年丰物阜赖有良谋
国强家富诸行兴旺	水碧天蓝幸福久长
国色天香香飘万里	山青水秀秀润千年
国事升平山河壮丽	春风浩荡草木芳菲
国泰民安金汤永固	风调雨顺玉宇常清
国泰民安四化有望	风调雨顺五谷丰登
国泰民安莺歌燕舞	港归澳返璧合珠还
国运宏开不违机遇	蓝图大展再上层楼
国正芳年家图大业	人辞旧岁民乐小康
国祚昌隆日新月异	世风淳朴海晏河清
过佳节方知红日暖	度阳春倍觉党恩深
海晏河清唐虞盛世	莺歌燕舞丽日新天
海晏河清莺歌盛世	云蒸霞蔚燕舞升平
海滟河清龟蛇献寿	风和日丽桃李争春
好雨知时百花齐放	春风得意万马奔腾
河山万里日新月异	神州十亿笑逐颜开
贺新春新人谱新曲	庆佳节佳话联佳姻
红梅报春励精图治	满园桃李天涯芳草
红桃映日和风吻柳	紫燕迎春瑞气呈祥
宏观在宇微观在握	虚心而学实心而行
宏图美景文明社会	绿树红楼幸福人家
虎啸千山声声响应	兔驰万里步步腾飞
虎跃龙腾九州焕彩	风调雨顺五谷丰登
户迎春春桃妆绿柳	门有喜喜鹊闹红梅
护育双兼无山不绿	蓄导并举有水皆清
花果飘香美哉乐土	猴年增色换了人间
花香鸟语人勤春早	风和景明民乐年丰
花盈万里乾坤增色	春满九州日月交辉
华夏龙腾春晖无限	神州虎跃气象万千
华夏腾飞全球刮目	炎黄奋进一体扬眉
华夏中天艳阳高照	勤劳门第紫气东来
画里江山飞花点翠	枝头梅鹊斗艳争春
欢庆新春百花齐放	大办农业五谷丰登
会遇群贤清流趣永	时当乐岁化日春长
惠风远拂神州溢彩	丽日高悬大地生辉
惠政泽民震惊世界	廉风化雨昌盛中华
货架上下繁花似锦	柜台内外笑脸如春
击节欢歌河清海晏	舒眉含笑人面桃花
吉星高照家迎百福	春光辉映户纳千祥
吉星高照勤劳门第	福字常悬改革人家
济困扶贫雪中送炭	增财铺道锦上添花
继往开来鼎新骏业	承前启后蔚起人文
继往开来时迁史进	因材施教石秀花荣
家福人欢顺如流水	时益景顺喜若春风
家家户户欢欢喜喜	水水山山秀秀清清
家家纳福事事吉祥	岁岁迎春年年如意
建功当代江山锦绣	造福黎民岁月辉煌
建设中华日新月异	开发西部水笑山欢
健步攀登年年向上	雄心开拓事事更新
江山万里似诗似画	岁月千秋如火如荼
阶前风暖径外花艳	北榭梅启东涧柳舒
捷报频传喜盈眉宇	凯歌高奏甜进心窝
借才发财财由才出	凭正理政政从正兴
金戈铁马九州生色	玉树银花四海腾欢
金戈铁马扬眉吐气	火树银花浴雪迎春
金猴献礼家家顺利	喜鹊闹春事事吉祥
金蛇献瑞家兴业旺	骏马迎春国富民强
锦绣前程龙腾虎跃	辉煌胜纪燕舞莺歌
锦绣前程千帆竟渡	长征路上万马奔腾
锦绣山河春和世泰	峥嵘岁月马叫人欢
经济上台阶国昌盛	生活奔小康民安乐
净宗即显说之密法	念佛为成佛之捷径
九域同舟民安国泰	八方共济物阜年丰
九州春色竞争红紫	一代新人各领风骚
九州春色莺歌燕舞	四海征程虎跃龙腾
九州大地山欢水笑	万里蓝天日丽风和
救死扶伤丹心献党	消灾祛病妙手回春
桔井泉香杏林春暖	芝田露润蓬岛花浓
举国欢腾神州奏凯	普天同庆香港归宗
举世齐歌人勤春早	万方共庆国富民强
巨斧生辉砍开大地	匠心独运整顿乾坤
俊杰领航神州崛起	人民作主祖国腾飞
骏马辞行喜盈岁月	灵羊献瑞福满乾坤
骏马嘶风九州辞旧	杏花沐雨四海迎新
开发智力共创伟业	繁荣经济再展宏图
开门迎春春光拂面	抬头见喜喜气满堂
开门迎春春回大地	抬头见喜喜满神州
开拓财源春来茂盛	改革经济马到成功
开拓新程云鹏展翅	振兴华夏天骥骋才
靠科学富裕临门早	讲文明春风及第先
靠勤劳拓展政富路	凭知识叩开发财门
科技兴华富民强国	神舟翔宇傲月环球
苦海无边回头是岸	止恶行善作个好人
快马加鞭振兴祖国	闻鸡起舞建设家园
葵花向阳五洲竞放	游子爱国四海同心
腊尽春回风传喜讯	人欢马叫雪兆丰年
劳动致富生活改善	勤俭持家衣食丰足
乐享升平安居盛世	风拂绿柳雪绽红梅
乐奏小康人迎四化	年歌大有春暖千家
礼敬慈尊三身圆现	虔诵佛号万德齐彰
李艳桃红杏坛竞秀	兰馨蕙馥文苑争芳
立志当怀虎胆驰骋	求知莫畏羊肠扶摇
廉洁奉公中华美德	谨勤创业社会新风
两岸三通金蛇起舞	双归一统玉盏飞觞
两袖清风公仆本色	一腔热血赤子情怀
两袖清风造福大众	一身正气振兴中华
两制共存金瓯同庆	五星高照香港荣归
林木成荫无山不绿	沟渠结网有水皆清
柳绿桃红江山如画	冰消雪化天地皆春
龙的传人强邦富国	春之使者润土丰年
龙的传人扬眉吐气	春之使者傲雪朝阳
龙飞凤舞清平盛世	燕语莺歌大地回春
龙凤炳文神州焕彩	鲲鹏展翅华夏腾飞
龙凤呈祥阳春锦绣	鲲鹏展翅华夏腾飞
龙凤呈祥招财进宝	龟蛇献瑞纳福迎春
龙惯飞翔终归大海	蚁虽曲行敢上高峰
龙留喜气喜盈门户	蛇闹春光春满山川
龙鸾炳文神州焕彩	鸿鹏展翅华夏腾飞
龙启吉祥云蒸霞蔚	花开富贵人寿年丰
龙上高天凤翔过树	春盈大地花漫神州
龙腾碧海人间改岁	蛇舞青山大地皆春
龙腾云海凤翔天宇	春满江山花漫神州
龙舞庚辰功勋卓著	蛇荣辛巳岁月光辉
龙钟传技不留一手	老树著花贵有繁枝
陆台一统陆台兴旺	港澳双归港澳繁荣
律启初春观花赏岁	功期四化载酒攀天
绿草如茵羊盈瑞气	红桃似火猴沐春风
绿柳迎春风和日丽	红梅报喜鸟语花香
绿柳迎春山河焕彩	红梅报喜日月增辉
绿抹柳梢红燃花萼	春临世界喜降人间
绿水青山九州生色	金戈铁马四海扬威
马驰碧野风光溢彩	羊跃青山岁月流金
马列重温心明眼亮	人才辈出凤起蛟腾
马岁鸣金凯歌胜利	羊年擂鼓斗志昂扬
马蹄踏碎一穷二白	燕子衔来万紫千红
马跃人欢九州欢治	鱼肥秧壮四海春浓
马跃人欢九州笑语	鱼肥秧壮南国春浓
迈步迎春春风扑面	抬头见喜喜气盈门
满面春风喜迎宾至	四时生意全在人为
满室春风半庭月色	一窗竹影三径梅香
满天喜气九州若画	遍地春光四海皆春
曼舞轻歌东风惠我	张灯结彩春色宜人
面向世界虚怀请教	脚踏实地循序渐进
苗寨迎春香花吐蕊	乌江奏凯激浪和弦
妙道长存一尘不染	圆通自在万境皆空
妙手调和一江春水	能工巧染五色祥云
妙手同描三春美景	苦心共育四有新人
灭鼠消灾粮丰人寿	养牛致富国裕家康
民安国泰千门报喜	地瑞天祥万户迎春
民乐小康家家幸福	国欣大治岁岁平安
民欣岁岁安居乐业	国富年年锦上添花
民拥军意比泰山重	军爱民情似东海深
民族正气山川增色	功臣喜报门第生辉
明白人当家穷变富	改革者掌树亏转盈
明媚春光百花竞放	昌隆国运万马奔腾
明媚春光百花齐放	欢乐岁月五谷丰登
明媚妖娆春光织锦	英姿丰彩壮志凌云
明月在林万枝凝碧	春风鼓物一气含合
谋求发展义无反顾	创造辉煌大有作为
南水北调水润南北	西气东输气贯西东
年丰物阜家家康乐	日丽风和处处吉祥
念台胞山河抬望眼	思祖国日月寄归心
鸟语花香风和日丽	山青水秀国泰民安
鸟语花香江山如画	风和日暖大地皆春
鸟语花香满园春色	人欢马叫一路凯歌
牛奔福地普天献瑞	虎卧华堂满院生辉
农家户户小康富裕	华夏年年大业辉煌
农乃国基基劳国盛	民为邦本本固邦宁
努力实现四化理想	齐心建设两个文明
讴歌祖国千秋鼎盛	喜庆人民百福频臻
攀高峰不怕千般苦	闯新路何辞万里遥
攀高峰才可观壮景	掘深井方能得甘泉
霹雳一声春雷动地	昂扬十亿壮志凌云
普施善政黎民得福	广纳昌言盛世呈祥
七彩缤纷神州竞秀	百花绽放冀域增辉
齐心协力同描锦绣	携手并肩共创辉煌
旗耀五星天清地朗	政行两制民富国强
气化云烟顿添春意	雪中送炭足感盛情
