铁	煤
塑花常放能迷蝶	翠鸟时鸣不夺春
认出庐山真面目	装成罗汉古须眉
齿牙功利原非小	骨角生涯自不同
彝鼎图书当典重	兰苕翡翠共新鲜
书画诗词歌大治	吹拉弹唱庆升平
萱草含芳千年艳	桂花香动五株新
恒将雨露滋仙掌	泰转阳和益寿眉
宋学积分三舍法	楚村淹贯九丘书
山前石径新苔湿	屋后茅坪野菊香
过如新竹芟难尽	志在高山磨不平
爱竹不除当路笋	惜花留得碍人枝
虚白堂前拴意马	无影树下锁心猿
灵山我数阿罗汉	佛海人参大肚僧
一对红心向四化	两双巧手绘新图
不为私情萦梦寐	只将贞志凌冰雪
行文若师心自得	守道如国书为城
用笔不灵看燕舞	行文无序赏花开
贻书垂老伤多难	结契诸昆忆少年
情超哀乐三杯足	心有阴晴万象殊
纪寿欣逢新甲子	培香喜掇早丹花
舞凤游龙原是字	高山流水可为文
欲知世味须尝胆	不识人情只看花
十年美誉凭苦干	万里鹏程在读书
并蒂花开瑶岛树	合欢酒进碧筒杯
口莫多言情莫妄	名可强立功可成
好书不厌百回读	佳客时来一座倾
常吟卷里相酬句	自画湖边归住山
唯有真才能血性	须从本色见英雄
穿针乞巧添长缕	舞彩承欢有老莱
当看山河今宛在	谁言七十古来稀
花烛笑迎比翼鸟	洞房喜开并头梅
情投两姓结伉俪	意合百岁称祝梁
大好年华歌好合	裕良世景结首缘
雪雁双飞严寒退	红梅并放坚冰融
花从春来香能久	爱到深处情自投
柳色映眉妆镜晓	桃花点面洞房春
应要睦邻和妯娌	便须敬老奉翁姑
梅花二度花复艳	月缺重圆更光明
爱情花常开不谢	幸福泉源远流长
石麟果是真麟趾	雏凤清于老凤声
闲对古经搜旧疏	细研流水写新诗
商船夜泊江月白	海门日出山涛红
迎春地暖花争圻	茂苑莺声雨后新
自学古贤临静节	惟应野鹤识高僧
梅花岭下衣冠葬	席帽时知社稷臣
四面云水都入画	五湖风月助题诗
蜡屐东山疑谢墅	流觞曲水仿兰亭
明镜忽开尘世界	疏帆欲断自朝昏
太湖云影晴如雨	惠岭泉声冷若秋
此地端宜和靖位	化身疑有放翁来
千树梅花半轮月	万家灯火一帆风
吟坛问答追长庆	花榭壶觞继永和
指挥云树规全局	研炼湖山入壮图
万顷烟波宜水月	一生知己是梅花
君子学道则爱人	小人学道则易彼
旧庐墨井文孙守	高垅虞峰古树森
埋头尚识为轮意	举目常新破卷心
棋局终观今胜昔	风光无改旧翻新
三分禹域犹嫌少	几锭冥钞算什么
道中清权垂百世	行侔夷惠表千秋
溪声尽是广长舌	山色无非清静身
学求正人心自淑	教化行风俗斯美
山川雨露图书室	风月琴樽水竹居
异代并成罗汉果	空山时落曼陀花
园处六朝金粉地	名留三百诗篇中
古人惟大同谓治	君子以中庸为归
三顾频繁天下计	一生好入名山游
老我曾经香雪海	五年今观广陵春
于此间得少佳趣	微斯人吾谁与归
泰山凭海先接日	寒梅杖节最凌风
一部艰难创业史	百万覆地翻天人
大业方成胡何死	俊星闪耀仍辉邦
四海同悲颓岱岳	万民齐恸挽英贤
黄炎世胄殇国土	赤胆忠肝照汗青
科研桂露金成液	香溅桔泉玉作丸
消忧去疾身长健	除害逐邪品自高
休赞老君炉火旺	喜看新手技称精
欣当月老牵红线	乐作良媒搭鹊桥
窗下书生时讽咏	筵前酒客日耽酣
万壑松风和涧水	十分烟雨簇渔乡
万古乾坤此江水	百年天地自儒冠
雨后作书夸墨润	花前得句觉诗香
善养百花惟晓露	能生万物是春风
高柳深荫微雨后	好花流水夕阳天
为恤民艰看菜色	欲知宦况问梅花
敢谓肥甘肉食鄙	颇教淡素菜根香
阴沿画轴林间寺	零落棋坪葑上田
瘦影在窗梅得月	凉云满地竹笼烟
月下子规喉舌冷	花中蝴蝶梦魂香
缺残明月团圆易	破碎山河收拾难
幽星淡月寒天碧	碧草芳花野径幽
急流揉碎湖中月	奋浆冲开水底天
蜘蛛有网难落雀	蚯蚓无角欲成龙
经营湘帙成千轴	辛苦莺花满一庭
晓镜偷窥眉曲曲	春裙亲绣鸟双双
春暖带云锄芍药	秋高和露种芙蓉
坐怕帘开讥燕子	为怜花谢骂东风
长向秋山寻妙句	又驱春色入毫端
文章直指饥臣朔	斧钺终难屈董狐
野渡自横人隔水	危梁犹在燕争巢
十年薪胆余亡命	百战河山吊国殇
人传清操真余事	世际艰难悟大贤
殊功早入河渠志	遗宅仍归水竹居
养活一团春意思	撑起两根穷骨头
有灵为我促杨虎	多难思君吊木兰
于今百草承元化	自古名山待圣人
春赏秋祠生民泪	山色湖光烈士坟
养病只求心气爽	著书都为稻粱谋
长笛不吹山月落	高楼遥吸海云来
碧海掣鲸望巨擘	云天张翼仰高鹏
应凭业绩标高准	不以浮名树伟人
现代娱身夸电子	如今益智合人心
印出华文歌盛世	刷成锦翰赞新文
超出乾坤为物外	到来天地是人间
粉白香痕春带雨	轻红酒晕晓含风
相逢马上纷桃雨	喜见树前闹杏花
离台悲欢皆借境	喜怒哀乐尽真情
池上水光开镜浪	庭前草色映帘波
怀若竹虚临江水	气同兰静在春风
和气春风贤者坐	静山流水玉人怀
大地山川生笔底	神州伟业出毫端
玉树栽来欣擢秀	琼枝萎去动悲怀
云中新凤双飞翼	掌上明珠万道光
已有丰功垂青史	犹存大节誉人民
堂上椿萱夸双茂	壶中日月庆双辉
庆佳节双亲长寿	贺新春五谷丰登
徒令上将挥神笔	惯见霸王搭电车
前人和韵留诗眼	晚辈听钟嵌凤头
新岁新春新日月	好年好景好河山
学浅自知能事少	礼疏常觉慢人多
人无卓识名难著	士有精诚志竟成
梵纲庄严含万象	月轮清净印千江
疑乘画棹来天上	欲挂轻帆入镜中
风吹枫叶落丰城	汐卷夕阳坠西沙
漓江酒绿招凉去	常侍诗清赏雨来
读书人去留萧寺	招隐山空忆戴公
吉人吉时传吉语	新人新岁结新婚
年年祭扫先人墓	处处犹存长者风
天上遥遥银汉里	人间纷纷篱落边
宝琴无声弦柱断	瑶台有月镜奁空
晴空一镜悬明月	夜市千灯照碧云
万户春灯报元夜	一天晴雪兆丰年
万户管箫歌盛世	满天焰火耀春光
万家灯火同秋月	大地光明不夜天
万里河山铺锦绣	满城笙管乐太平
万里阳和春有脚	一年光景月当头
五夜星桥连月阙	六街灯火步天台
华灯灿灿逢盛世	锣鼓铿锵颂丰年
艾叶如旗招百福	菖蒲似剑斩千妖
火树光腾城不夜	银花焰吐景长春
槐火光阳春替换	杏花消自雨传知
及时大放光明夜	与物同游浩荡天
九华灯炬云中挂	五彩鳌山海上移
轮影暂移花树下	镜光如挂玉楼头
明月皎皎千门秀	华灯盏盏万户春
明烛送来千树玉	彩云移下一天星
虽无结角下手处	自有瞥地转身时
昨朝垂手街前去	今日穿靴水上行
忽略中不可放过	见得到即便承当
数椽不厌居松顶	六月还须坐火边
切莫唤作功夫好	你曾领得条令无
不劳更问暗号子	只须放下赤肉团
活蛇不咬空心铁	快马难追躲懒人
掉棒莫惊瞌睡虎	渡江须用没毛驴
在这里失却鼻孔	从何处斗着针锋
使狗怒超三取外	养鸡意在五更头
人道乞儿箩易满	我云饿虎嘴尤尖
若作个乾无事会	定遇着旁不肯的
从无字中下注脚	在有力处打转身
僧去不留三片瓦	客来只供一坛檀
莫教已落声尘后	须在未拈馆枚前
钵囊里有山最小	蒲团上觅路何长
拟思量错过性命	才撇下打破牢关
剑若露锋如木杓	波还成水是金针
虽不曾错下注脚	亦岂可执定锋头
说心性便是恶口	离尘土那有青山
洗胸内尘恶用水	传教外法卖死猫
一锥虽是疼难忍	三搭何曾唤得回
方便门中旁瞥去	獦狙队里活拏来
长藤难挽波斯脚	俊鹞偏搭烈士锋
入铁三分拳有力	拦空一画棒无痕
胡饼汁流糖满地	衲头线断雪成球
凡有言皆说家丑	必无路才是吾宗
穷子器中无粪橛	世尊手内有花枝
不随人世争红紫	颇有仙风伴寂寥
无有少法才为法	若干种心即非心
只此已独高一着	如何才减去三分
声前句后皆尘刹	漏尽钟残有路头
寺破只宜藏古佛	山深安得有忙人
鼠粪也能题玉馔	凤毛不用补蓑衣
不可堕有为去处	亦岂在无字壳中
有滋味中凭你嚼	无消息处作么参
佛恩高厚宜曰载	法旨渊深首赞阿
闹中不见猿猴彰	静处能闻鼯鼠声
若说有禅心似块	必须无影月才明
早知白发难回避	不是青山莫解交
法法须通无我法	空空莫学有心空
所演妙法无穷尽	唯有诸佛能证知
到来俯视原天地	攀陟遥吟恰有楼
诗情逸似陶彭泽	痴号多于顾恺之
五风十雨梅黄节	二水三山李白诗
古墨尚存圣时石	遥看如对蜀中山
凛冽风霜知劲草	艰难岁月识英雄
根深不怕风摇动	干正何惧月影斜
岂有文章惊海内	但留清白在人间
吃亏者岂无大肚	笑杀人不肯回头
念泯则相相离相	达真乃心心印心
戎马不如归马逸	千家今有百家存
爱看春山疑读画	静研古墨试听香
山月不知心里事	水风空落眼前花
观钓颇逾垂钓趣	种花何问看花谁
有子荷戈庶无愧	为人推毂亦复佳
此心平静如流水	放眼高空看过云
公刘曾画生民策	司稼常担粒食忧
受欺貌誉宁知己	获益讥弹赖雅人
筑巢紫燕春歌早	交颈鸳鸯柔情深
结一对同心伴侣	创百年幸福生活
丹心应结平权果	碧血长开革命花
描花四季花常好	绘月千年月永圆
灯火春星浮北廊	云霞朝景揽西神
百啭未忘初鸟韵	一支犹剩晚柑香
水色山光皆画本	花香鸟语是诗情
旧业久抛耕钓侣	高情犹爱水云乡
正其谊不谋其利	明其道不计其功
苦遭白发不相放	长恐青山与世新
所到总能增阅历	无求何处不神仙
高江急峡雷霆斗	翠木苍藤日月昏
青天中道流孤月	万里浮云卷碧山
六代青山都到眼	二分明月正当头
秀水一条青罗带	奇峰千个碧玉簪
一雁下枝天尽处	万山浮动雨来初
几缕丹霞横碧汉	一轮红日上扶桑
山无重数周遭碧	花不知名分外香
云间飞瀑添春涧	天外奇峰列画屏
李公一食十八种	晏子一裘三十年
雪窗快展时晴帖	山馆闲临欲雨图
半点云香生大石	千寻瀑布出高泉
含风翠壁孤云细	背日丹枫万木稠
云在蚰无争出意	石当流有不平鸣
但觉山光侵酒绿	不知日脚染溪红
云润早含风物意	水清不易在此心
不雨烟笼山翠滴	无风云卷水帘空
长乐钟声花外尽	龙池柳色雨中深
三峡楼台掩日月	五溪衣服共云山
玉宇红楼清香飘	普陀灵山晨晖照
三万里河东入海	五千仞岳上摩天
好山须作画图看	流水可为琴曲听
两岸青山相对出	孤帆一片日边来
两岸翠屏山色秀	一条碧玉水光寒
小桥杨柳飘香絮	山寺绯桃散落红
山重水复人千里	绿暗红深酒一杯
美人挟瑟对芳树	童子抱琴眠落花
细泻焦桐入新谱	旋移高竹听秋声
经卷药炉新活计	诗筒茶灶旧生涯
夜雨新睛桃叶渡	夕阳横抹蓼花湾
春服照尘连草色	御书开卷对天香
春烟寺院敲茶鼓	山崦人家挂酒旗
城郭新开秦郡县	簪裾皆是汉公卿
茶经未展神光爽	药绿才看病已除
柳湖松岛莲花寺	珠帘玉案翡翠屏
细考虫鱼笺尔雅	更凭花木续离骚
青青野竹题诗去	白白江鱼入馔来
得成蝴蝶寻花树	莫羡鸳鸯入画图
细雨疏田流水碧	孤村小店夕阳红
廊凭翠障龙凭雨	石伴青松鸟伴花
海屋仙筹添鹤算	华堂春酒宴蟠桃
九秋未晚疏篱紫	三径不荒冷月香
参差枝蔓随晨暮	深浅丛花染白黄
故作小红桃李色	尚余孤瘦雪霜姿
亭亭翠盖朝听雨	款款红衣晚送香
广庭有露桂花湿	空山无风松子香
福如王母三千岁	寿比彭祖八百春
红心描就四化图	壮志顶起半边天
百尺高楼千古胜	万里江山一担当
英名万古传飞将	正气千秋壮国魂
酒店兴宏图大展	人缘广裕业有孚
金母晋桃开绮席	素娥分柱酿琼浆
南极星临山岳动	北堂萱映每天晴
诗骚古意无空谷	厨及高名自远寰
文明新旧能相益	心理东西本自同
满腹史才甘槁卧	一暝世事断知闻
执干戈以卫社稷	说礼乐而敦诗书
粉板翻春墙过蝶	金箫醉鸟竹依人
偶呼明月问千古	曾共梅花住一山
且喜两家共平善	但闻六和靖风云
燕息敢忘天下事	和平先养一家春
失败本是成功母	勤劳方为幸福根
读有益书精力爽	行无愧事梦魂安
恒心搭起通天路	勇气冲开智慧门
乍雨乍晴花易老	耐霜耐寒松长青
寺院有尘清风扫	山门无锁白云封
惟有洗心能革面	虽非造极已登峰
一对璧人留小影	无双国士缔良缘
紫燕双飞迎春舞	红花并蒂朝阳开
新屋落成逢新岁	春风送暖发春华
露邑青松多寿色	月明丹桂托灵根
茅庐又喜来珠履	侣伴从今到白头
交柯松树傲腊雪	并蒂梅花报新春
举来喜雨一壶水	益富青山万亩田
三冬喜气生璧玉	一帘明月照佳人
初婚喜结称心侣	八面欣传祝福歌
吉期欢娶红颜女	合卺倍思白发亲
龙虎山中真宰相	麒麟阁上活神仙
一藏梵声涛在口	满林花影竹苞山
未劈曹颅千古恨	曾医关臂一军惊
从泛仙槎向何去	偶得红叶到人间
来到半山坐一坐	再行五里天上天
谈经云海花飞雨	说法天都石点头
风凄暝色愁杨柳	月吊宵声哭杜鹃
国有干城扶赤帜	民之喉舌发黄钟
谐趣园中相谐趣	瞩新楼上更瞩新
韬略终须建新国	奋起还得读良书
功名待寄凌烟阁	霄汉常悬奉日心
卓尔经纶传渭水	飘然风致并香山
到此方无中饱患	何人不为急公来
初夜入宵成美事	二人惬意度良辰
塔耸危岩红日近	佛眠古洞白云理
莫笑文章多印板	从知大雅尽扶轮
胶鬲高踪传隐世	夷吾道术善居奇
南派北派汇通处	宛陵庐陵今古人
山河奄有中华地	日月重开大宋天
耆年可入香山寿	硕德堪宏渭水漠
爆竹声中辞旧岁	华灯影下看新人
礼记一书无母狗	春秋三传有公羊
丹桂香飘云路近	玉箫声绕镜台高
初会合卺成知己	十分得意伴终身
赤县玉环燃圣火	北京千古灿光辉
千载古都赢奥运	万邦佳客会中华
一夜圆成百载梦	万众绘就千年春
文明气运参天地	韩墨万年贯古今
蜀中曾继如龙相	湖上今传伏虎名
佛道不从心外觅	禅机但向静中参
莫讶一称超十地	须知六字括三乘
世间有佛宗斯佛	天下无桥长此桥
细雨梦回鸡塞远	小楼吹砌玉生寒
莺啼燕语芳菲节	蝶影风声烂漫天
胸藏万汇凭吞吐	笔有千钧任歙张
长江绕廊知鱼美	小轩临水为花开
长风破浪会有时	直挂云帆济沧海
高花风堕赤玉盏	老蔓烟湿苍龙鳞
痛苦故人心欲裂	忍看时局志弥坚
喜看稻菽千重浪	跃上葱茏四百旋
飞雪闇天云拂地	新蒲出水柳映洲
沈郎去后难为句	婺女当头莫摘星
平野霜林悬桂月	垂天雪幕复梅山
常将有日思无日	莫把无时作有时
修心先要明三谛	学佛当思利众生
此曲只应天上有	龙种自与常人殊
上古大椿原不老	小山丝桂最宜秋
二心相印抒高志	五乐齐鸣庆大婚
银汉一泓看鹊渡	金风万里待鹏飞
三山五岳争呈彩	一统九州喜到门
主恩先后三持节	臣本烟波一钓徒
仰观像纬抬头易	自有云雷绕膝生
九州万众同申奥	五岳三江踊签名
无情未必真豪杰	有度方为大丈夫
鸟向青山春光好	人投保险好处多
婚姻自主恩爱重	家庭和睦幸福多
禁火今年逢节早	飞花镇日为谁忙
从古称稀尊上寿	自今以始乐余年
千里路途三五步	十万雄兵七八人
遮天红艳花如火	飘絮白映实似棉
绿蜡初寒蕉叶雨	红香好运稻花风
疏影横斜水清浅	暗香浮动月黄昏
艾人驱瘴千门福	碧水竞舟十里欢
吉祥草茁深闺暖	富贵花开满室春
两只起死回生手	一颗安民济世心
杨柳春风怀逸致	梨花寒食动哀思
画堂省识春风面	环珮空归月夜魂
破世俗一尘不染	立高洁两袖清风
中华儿女多奇志	人间正道是沧桑
岂有文章惊海内	莫抛心力作词人
